,concept
377,https://w3id.org/italia/onto/CLV/GeometryType
378,https://w3id.org/arco/ontology/arco/MibacScopeOfProtection
379,https://w3id.org/arco/ontology/catalogue/AdditionalFormType
380,https://w3id.org/arco/ontology/catalogue/PrivacyLevel
381,https://w3id.org/arco/ontology/context-description/SurveyImageType
382,https://w3id.org/arco/ontology/context-description/TitleType
383,https://w3id.org/arco/ontology/context-description/AnomalyOrigin
384,https://w3id.org/arco/ontology/context-description/UseTypeSpecification
385,https://w3id.org/arco/ontology/context-description/CircumstanceType
386,https://w3id.org/arco/ontology/context-description/UseType
387,https://w3id.org/arco/ontology/context-description/Reliability
388,https://w3id.org/arco/ontology/context-description/ExportImportCertificationType
389,https://w3id.org/arco/ontology/context-description/AlternativeDatingType
390,https://w3id.org/arco/ontology/context-description/AnomalyType
391,https://w3id.org/arco/ontology/cultural-event/TimePeriodMeasurementUnit
392,https://w3id.org/arco/ontology/denotative-description/CulturalPropertyAccessibility
393,https://w3id.org/arco/ontology/denotative-description/MeasurementType
394,https://w3id.org/arco/ontology/denotative-description/CulturalPropertyAvailability
395,https://w3id.org/arco/ontology/denotative-description/TechnicalConcept
396,https://w3id.org/arco/ontology/denotative-description/Legibility
397,https://w3id.org/arco/ontology/denotative-description/IconographicOrDecorativeApparatusType
398,https://w3id.org/arco/ontology/denotative-description/CommunicationMediumType
399,https://w3id.org/arco/ontology/location/OldTownAdmistrativeType
400,https://w3id.org/arco/ontology/location/TypeOfContext
401,https://w3id.org/italia/onto/COV/Group
402,http://dati.beniculturali.it/cis/HolderOfArchive
403,https://w3id.org/arco/ontology/natural-specimen-description/BiologicalSubspecies
404,https://w3id.org/arco/ontology/arco/NumismaticPropertyFunctionalCategory
405,https://w3id.org/arco/ontology/context-description/ExportImportCertification
406,https://w3id.org/arco/ontology/context-description/LaboratoryTest
407,https://w3id.org/arco/ontology/context-description/LaboratoryTestType
408,https://w3id.org/arco/ontology/denotative-description/Counterstamp
409,https://w3id.org/italia/onto/CPV/Sex
410,https://w3id.org/arco/ontology/immovable-property/ConstructionElement
411,https://w3id.org/arco/ontology/construction-description/ConstructionElement
412,https://w3id.org/arco/ontology/denotative-description/Soil
413,https://w3id.org/arco/ontology/location/Soil
414,https://w3id.org/arco/ontology/natural-specimen-description/BotanicalVariety
415,https://w3id.org/arco/ontology/catalogue/CatalogueRecordCA
416,http://dati.beniculturali.it/cis/ImageObject
417,https://w3id.org/italia/onto/AccessCondition/TemporaryClosure
418,https://w3id.org/arco/ontology/cataloguing-campaign/CatalogueNumbersAssignment
419,https://w3id.org/italia/onto/TI/TimeIndexedEvent
420,https://w3id.org/arco/ontology/cataloguing-campaign/CataloguingActivity
421,https://w3id.org/arco/ontology/cataloguing-campaign/CataloguingOrDigitizationCampaign
422,https://w3id.org/arco/ontology/cataloguing-campaign/Protocol
423,https://w3id.org/arco/ontology/cataloguing-campaign/Application
424,http://www.w3.org/2002/07/owl#SymmetricProperty
425,http://dati.beniculturali.it/iccd/fotografico/DefinizioneOggetto
426,http://www.essepuntato.it/2014/03/fentry/Photograph
427,http://www.cidoc-crm.org/cidoc-crm/E28_Conceptual_Object
428,http://dati.beniculturali.it/iccd/fotografico/Foto
429,http://lod.xdams.org/reload/oad/levelOfDescription
430,http://dati.beniculturali.it/iccd/fotografico/LivelloDescrizione
431,http://www.cidoc-crm.org/cidoc-crm/E53_Place
432,http://www.geonames.org/ontology#Feature
433,http://lod.xdams.org/reload/oad/place
434,http://dati.san.beniculturali.it/SAN/luogo
435,http://dati.beniculturali.it/iccd/fotografico/Luogo
436,http://purl.org/spar/fabio/WorkCollection
437,https://w3id.org/italia/onto/ADMS/SemanticAssetDistribution
438,https://w3id.org/italia/onto/ADMS/Project
439,https://w3id.org/arco/ontology/catalogue/CatalogueRecordCF
440,http://dati.beniculturali.it/cis/CulturalEntity
441,https://w3id.org/arco/ontology/movable-property/Inclusion
442,https://w3id.org/arco/ontology/natural-specimen-description/Inclusion
443,https://w3id.org/arco/ontology/movable-property/TypeSpecimenIdentification
444,https://w3id.org/arco/ontology/natural-specimen-description/TypeSpecimenIdentification
445,https://w3id.org/arco/ontology/movable-property/Accession
446,https://w3id.org/arco/ontology/natural-specimen-description/Accession
447,https://w3id.org/arco/ontology/movable-property/Cleavage
448,https://w3id.org/arco/ontology/natural-specimen-description/Cleavage
449,https://w3id.org/arco/ontology/movable-property/CrystalHabit
450,https://w3id.org/arco/ontology/natural-specimen-description/CrystalHabit
451,https://w3id.org/arco/ontology/movable-property/GeologicalContext
452,https://w3id.org/arco/ontology/location/GeologicalContext
453,https://w3id.org/arco/ontology/movable-property/HostRock
454,https://w3id.org/arco/ontology/natural-specimen-description/HostRock
455,https://w3id.org/arco/ontology/movable-property/MineralDeposit
456,https://w3id.org/arco/ontology/location/MineralDeposit
457,https://w3id.org/arco/ontology/movable-property/MineralDepositType
458,https://w3id.org/arco/ontology/location/MineralDepositType
459,https://w3id.org/arco/ontology/denotative-description/Orientation
460,https://w3id.org/arco/ontology/movable-property/Outcrop
461,https://w3id.org/arco/ontology/location/Outcrop
462,https://w3id.org/arco/ontology/movable-property/OutcropType
463,https://w3id.org/arco/ontology/location/OutcropType
464,https://w3id.org/arco/ontology/movable-property/LaboratoryTestType
465,https://w3id.org/arco/ontology/natural-specimen-description/LaboratoryTestType
466,https://w3id.org/arco/ontology/construction-description/Stair
467,https://w3id.org/arco/ontology/movable-property/TypeOfTypeSpecimen
468,https://w3id.org/arco/ontology/natural-specimen-description/TypeOfTypeSpecimen
469,https://w3id.org/arco/ontology/catalogue/CatalogueRecordAUT
470,https://w3id.org/italia/onto/l0/Location
471,https://w3id.org/arco/ontology/context-description/ArchivalSubseries
472,https://w3id.org/arco/ontology/construction-description/PlanLayout
473,https://w3id.org/arco/ontology/immovable-property/Stairs
474,https://w3id.org/arco/ontology/construction-description/Stairs
475,https://w3id.org/arco/ontology/location/GeologicalMap
476,https://w3id.org/arco/ontology/denotative-description/DecorativeApparatus
477,https://w3id.org/arco/ontology/location/NaturalEnvironment
478,https://w3id.org/arco/ontology/context-description/InventorySituation
479,https://w3id.org/arco/ontology/context-description/DatingEvent
480,http://dati.san.beniculturali.it/SAN/conservatore
481,http://dati.beniculturali.it/iccd/fotografico/conservatore
482,http://www.ica.org/standards/RiC/ontology#CorporateBody
483,http://www.ica.org/standards/RiC/ontology#EventType
484,http://www.ica.org/standards/RiC/ontology#Action
485,http://www.ica.org/standards/RiC/ontology#AgentName
486,http://www.ica.org/standards/RiC/ontology#Description
487,http://www.ica.org/standards/RiC/ontology#Identifier
488,http://www.ica.org/standards/RiC/ontology#IdentifierType
489,http://www.ica.org/standards/RiC/ontology#Place
490,http://www.ica.org/standards/RiC/ontology#PlaceName
491,http://www.ica.org/standards/RiC/ontology#PlaceType
492,http://www.ica.org/standards/RiC/ontology#AppellationType
493,http://www.ica.org/standards/RiC/ontology#Language
494,http://www.ica.org/standards/RiC/ontology#RecordSet
495,http://www.ica.org/standards/RiC/ontology#Title
496,http://www.ica.org/standards/RiC/ontology#FindingAid
497,http://www.ica.org/standards/RiC/ontology#AgentHierarchicalRelation
498,http://www.ica.org/standards/RiC/ontology#SocialAgent
499,http://www.ica.org/standards/RiC/ontology#AgentOriginationRelation
500,http://www.ica.org/standards/RiC/ontology#CorporateBodyType
501,http://www.ica.org/standards/RiC/ontology#Rule
502,http://www.ica.org/standards/RiC/ontology#Type
503,http://www.ica.org/standards/RiC/ontology#CarrierType
504,http://www.ica.org/standards/RiC/ontology#Instantiation
505,http://www.ica.org/standards/RiC/ontology#RepresentationType
506,http://www.ica.org/standards/RiC/ontology#Date
507,http://www.ica.org/standards/RiC/ontology#DateRange
508,http://www.ica.org/standards/RiC/ontology#SingleDate
509,http://www.ica.org/standards/RiC/ontology#PhysicalPerson
510,https://w3id.org/arco/ontology/catalogue/CatalogueRecordBNPE
511,https://w3id.org/arco/ontology/arco/PetrologicHeritage
512,https://w3id.org/arco/ontology/arco/MusicalHeritage
513,https://w3id.org/arco/ontology/denotative-description/MusicalInstrument
514,https://w3id.org/arco/ontology/arco/PlanetaryScienceHeritage
515,https://w3id.org/italia/onto/AccessCondition/AdmissionType
516,https://w3id.org/arco/ontology/catalogue/CatalogueRecordCG
517,https://w3id.org/arco/ontology/location/CulturalInstituteOrSiteSpecification
518,https://w3id.org/arco/ontology/location/CulturalInstituteOrSiteType
519,https://w3id.org/arco/ontology/location/CulturalInstituteOrSiteDefinition
520,https://w3id.org/arco/ontology/denotative-description/SampleCollectedType
521,https://w3id.org/arco/ontology/arco/CulturalPropertyInventoryCategory
522,https://w3id.org/arco/ontology/immovable-property/WaterElement
523,https://w3id.org/arco/ontology/construction-description/WaterElement
524,https://w3id.org/arco/ontology/immovable-property/WaterSystem
525,https://w3id.org/arco/ontology/construction-description/WaterSystem
526,https://w3id.org/arco/ontology/movable-property/Fossil
527,https://w3id.org/arco/ontology/natural-specimen-description/Fossil
528,https://w3id.org/arco/ontology/movable-property/Matrix
529,https://w3id.org/arco/ontology/natural-specimen-description/Matrix
530,https://w3id.org/arco/ontology/movable-property/SedimentaryStructure
531,https://w3id.org/arco/ontology/natural-specimen-description/SedimentaryStructure
532,https://w3id.org/arco/ontology/movable-property/PrimarySedimentaryStructure
533,https://w3id.org/arco/ontology/natural-specimen-description/PrimarySedimentaryStructure
534,https://w3id.org/arco/ontology/movable-property/BiogenicSedimentaryStructure
535,https://w3id.org/arco/ontology/natural-specimen-description/BiogenicSedimentaryStructure
536,https://w3id.org/arco/ontology/movable-property/Texture
537,https://w3id.org/arco/ontology/natural-specimen-description/Texture
538,https://w3id.org/arco/ontology/movable-property/Variety
539,https://w3id.org/arco/ontology/natural-specimen-description/Variety
540,https://w3id.org/arco/ontology/movable-property/TextureType
541,https://w3id.org/arco/ontology/natural-specimen-description/TextureType
542,https://w3id.org/arco/ontology/catalogue/CatalogueRecordSAS
543,https://w3id.org/arco/ontology/natural-specimen-description/Order
544,https://w3id.org/italia/onto/CLV/District
545,https://w3id.org/arco/ontology/location/OldTown
546,https://w3id.org/arco/ontology/location/UrbanArea
547,https://w3id.org/arco/ontology/context-description/SurveyType
548,https://w3id.org/arco/ontology/immovable-property/VerticalConnectionType
549,https://w3id.org/arco/ontology/construction-description/VerticalConnectionType
550,https://w3id.org/arco/ontology/context-description/PrintingPlatesSeriesMembership
551,https://w3id.org/arco/ontology/context-description/Survey
552,https://w3id.org/arco/ontology/context-description/NumismaticSeries
553,https://w3id.org/arco/ontology/context-description/NumismaticSeriesMembership
554,https://w3id.org/arco/ontology/context-description/ArchivalSeries
555,https://w3id.org/arco/ontology/context-description/PhotographicSeries
556,https://w3id.org/arco/ontology/natural-specimen-description/SpecimenCollection
557,https://w3id.org/arco/ontology/context-description/SpecimenCollectionMembership
558,https://w3id.org/arco/ontology/arco/ArchaeologicalMaterial
559,https://w3id.org/arco/ontology/immovable-property/ConnectionElement
560,https://w3id.org/arco/ontology/construction-description/ConnectionElement
561,https://w3id.org/arco/ontology/denotative-description/NaturalEnvironment
562,https://w3id.org/arco/ontology/construction-description/Layout
563,https://w3id.org/arco/ontology/catalogue/CatalogueRecordSM
564,https://w3id.org/arco/ontology/catalogue/CatalogueRecordBNPL
565,https://w3id.org/arco/ontology/arco/PhysicalAnthropologyHeritage
566,https://w3id.org/arco/ontology/movable-property/PlanetologicSpecies
567,https://w3id.org/arco/ontology/natural-specimen-description/PlanetologicSpecies
568,https://w3id.org/arco/ontology/movable-property/PlanetologicGenus
569,https://w3id.org/arco/ontology/natural-specimen-description/PlanetologicGenus
570,https://w3id.org/arco/ontology/movable-property/PlanetologicGroup
571,https://w3id.org/arco/ontology/natural-specimen-description/PlanetologicGroup
572,https://w3id.org/arco/ontology/movable-property/PlanetologicClass
573,https://w3id.org/arco/ontology/natural-specimen-description/PlanetologicClass
574,https://w3id.org/arco/ontology/context-description/Estimate
575,https://w3id.org/arco/ontology/context-description/FindingContext
576,https://w3id.org/arco/ontology/context-description/RecordingType
577,https://w3id.org/arco/ontology/natural-specimen-description/Order
578,https://w3id.org/arco/ontology/natural-specimen-description/Class
579,https://w3id.org/arco/ontology/natural-specimen-description/Subspecies
580,https://w3id.org/arco/ontology/natural-specimen-description/Phylum
581,https://w3id.org/arco/ontology/natural-specimen-description/Family
582,https://w3id.org/arco/ontology/natural-specimen-description/Class
583,https://w3id.org/arco/ontology/context-description/DevelopmentStage
584,https://w3id.org/arco/ontology/core/IdentificationInTime
585,https://w3id.org/arco/ontology/natural-specimen-description/IdentificationInTime
586,https://w3id.org/arco/ontology/location/NaturalEnvironmentType
587,https://w3id.org/arco/ontology/natural-specimen-description/Kingdom
588,https://w3id.org/arco/ontology/cataloguing-campaign/CatalogueNumberAssignment
589,https://w3id.org/arco/ontology/denotative-description/AgeRange
590,https://w3id.org/arco/ontology/context-description/YearCylceCircumstance
591,https://w3id.org/italia/onto/l0/Object
592,https://w3id.org/arco/ontology/context-description/PhotographicRecording
593,https://w3id.org/arco/ontology/cultural-event/RecurrentSituationSeries
594,https://w3id.org/arco/ontology/context-description/VideoRecording
595,https://w3id.org/arco/ontology/catalogue/CatalogueRecordMODI
596,https://w3id.org/arco/ontology/movable-property/ChondrulePresence
597,https://w3id.org/arco/ontology/natural-specimen-description/ChondrulePresence
598,https://w3id.org/arco/ontology/movable-property/MeteoriteFall
599,https://w3id.org/arco/ontology/natural-specimen-description/MeteoriteFall
600,https://w3id.org/arco/ontology/movable-property/MineralPresence
601,https://w3id.org/arco/ontology/natural-specimen-description/MineralPresence
602,https://w3id.org/arco/ontology/denotative-description/IconographicApparatus
603,https://w3id.org/arco/ontology/context-description/StorageMedium
604,https://w3id.org/arco/ontology/context-description/ProductionCylceCircumstance
605,https://w3id.org/arco/ontology/denotative-description/CommunicationMedium
606,https://w3id.org/arco/ontology/denotative-description/Mineral
607,https://w3id.org/arco/ontology/catalogue/CatalogueRecordSCAN
608,https://w3id.org/arco/ontology/context-description/Documentation
609,https://w3id.org/arco/ontology/natural-specimen-description/SpecimenContainer
610,https://w3id.org/arco/ontology/core/Concept
611,https://w3id.org/arco/ontology/clothing-description/Cuff
612,https://w3id.org/arco/ontology/context-description/CulturalContext
613,https://w3id.org/arco/ontology/clothing-description/Fastener
614,https://w3id.org/arco/ontology/clothing-description/FastenerType
615,https://w3id.org/arco/ontology/core/ClassificationSystem
616,https://w3id.org/arco/ontology/musical-istrument/HornbostelSachsClass
617,https://w3id.org/arco/ontology/clothing-description/InteriorElement
618,https://w3id.org/arco/ontology/clothing-description/Neck
619,https://w3id.org/arco/ontology/clothing-description/Pocket
620,https://w3id.org/arco/ontology/clothing-description/Sleeve
621,https://w3id.org/arco/ontology/denotative-description/TechnicalStatus
622,https://w3id.org/arco/ontology/clothing-description/NeckType
623,https://w3id.org/arco/ontology/musical-instrument/String
624,https://w3id.org/arco/ontology/clothing-description/PocketType
625,https://w3id.org/arco/ontology/clothing-description/SleeveType
626,https://w3id.org/arco/ontology/catalogue/CatalogueRecordMINP
627,https://w3id.org/arco/ontology/context-description/AgeInterpretation
628,https://w3id.org/arco/ontology/natural-specimen-description/Phylum
629,https://w3id.org/arco/ontology/construction-description/Facade
630,https://w3id.org/arco/ontology/movable-property/MainMass
631,https://w3id.org/arco/ontology/natural-specimen-description/MainMass
632,https://w3id.org/arco/ontology/movable-property/Substrate
633,https://w3id.org/arco/ontology/location/Substrate
634,https://w3id.org/arco/ontology/natural-specimen-description/BotanicalForm
635,https://w3id.org/arco/ontology/movable-property/BotanicalForm
636,https://w3id.org/arco/ontology/movable-property/Subspecies
637,https://w3id.org/arco/ontology/location/ZoogeographicRegion
638,https://w3id.org/arco/ontology/denotative-description/SampleCollected
639,https://w3id.org/arco/ontology/location/ChronostratigraphicStage
640,https://w3id.org/arco/ontology/location/ChronostratigraphicSeries
641,https://w3id.org/arco/ontology/location/ChronostratigraphicSystem
642,https://w3id.org/arco/ontology/location/Stratum
643,https://w3id.org/arco/ontology/location/LithostratigraphicFormation
644,https://w3id.org/arco/ontology/location/LithostratigraphicGroup
645,https://w3id.org/arco/ontology/location/LithostratigraphicBed
646,https://w3id.org/arco/ontology/location/LithostratigraphicMember
647,https://w3id.org/arco/ontology/location/LithostratigraphicComplex
648,https://w3id.org/arco/ontology/location/PedologicalMap
649,https://w3id.org/arco/ontology/movable-property/AgeInterpretation
650,https://w3id.org/arco/ontology/natural-specimen-description/AgeInterpretation
651,https://w3id.org/arco/ontology/movable-property/Cement
652,https://w3id.org/arco/ontology/natural-specimen-description/Cement
653,https://w3id.org/arco/ontology/movable-property/RockType
654,https://w3id.org/arco/ontology/natural-specimen-description/RockType
655,https://w3id.org/arco/ontology/movable-property/EruptiveType
656,https://w3id.org/arco/ontology/natural-specimen-description/EruptiveType
657,https://w3id.org/arco/ontology/movable-property/MineralClass
658,https://w3id.org/arco/ontology/natural-specimen-description/MineralClass
659,https://w3id.org/arco/ontology/movable-property/MineralSpecies
660,https://w3id.org/arco/ontology/natural-specimen-description/MineralSpecies
661,https://w3id.org/arco/ontology/movable-property/MineralSubclass
662,https://w3id.org/arco/ontology/natural-specimen-description/MineralSubclass
663,https://w3id.org/arco/ontology/denotative-description/ClimateSituation
664,https://w3id.org/arco/ontology/location/ClimateSituation
665,https://w3id.org/arco/ontology/context-description/AudioCollection
666,https://w3id.org/arco/ontology/context-description/AudioCollectionMembership
667,https://w3id.org/arco/ontology/context-description/AudioRecording
668,https://w3id.org/arco/ontology/context-description/WorkCircumstance
669,https://w3id.org/arco/ontology/context-description/IndeterminateCircumstance
670,https://w3id.org/arco/ontology/denotative-description/ImplementationMethod
671,https://w3id.org/arco/ontology/context-description/StorageMediumType
672,https://w3id.org/arco/ontology/context-description/VideoCollection
673,https://w3id.org/arco/ontology/context-description/VideoCollectionMembership
674,https://w3id.org/arco/ontology/denotative-description/Bandage
675,https://w3id.org/arco/ontology/context-description/BandageType
676,https://w3id.org/arco/ontology/catalogue/CatalogueRecordSU
677,https://w3id.org/arco/ontology/natural-specimen-description/ArtificialSpecimen
678,https://w3id.org/arco/ontology/denotative-description/Position
679,https://w3id.org/arco/ontology/location/ChronostratigraphicSubstage
680,https://w3id.org/arco/ontology/context-description/PaleopathologySurvey
681,https://w3id.org/arco/ontology/movable-property/Mineral
682,https://w3id.org/arco/ontology/natural-specimen-description/Mineral
683,https://w3id.org/arco/ontology/movable-property/LithologicType
684,https://w3id.org/arco/ontology/natural-specimen-description/LithologicType
685,https://w3id.org/arco/ontology/immovable-property/TechnicalSystem
686,https://w3id.org/arco/ontology/construction-description/TechnicalSystem
687,https://w3id.org/arco/ontology/movable-property/Chondrule
688,https://w3id.org/arco/ontology/natural-specimen-description/Chondrule
689,https://w3id.org/arco/ontology/movable-property/ChondruleType
690,https://w3id.org/arco/ontology/natural-specimen-description/ChondruleType
691,https://w3id.org/arco/ontology/movable-property/SecondarySedimentaryStructure
692,https://w3id.org/arco/ontology/natural-specimen-description/SecondarySedimentaryStructure
693,https://w3id.org/arco/ontology/denotative-description/Animal
694,https://w3id.org/arco/ontology/denotative-description/Vegetal
695,https://w3id.org/arco/ontology/movable-property/AlterationGrade
696,https://w3id.org/arco/ontology/natural-specimen-description/AlterationGrade
697,https://w3id.org/arco/ontology/movable-property/AlterationType
698,https://w3id.org/arco/ontology/natural-specimen-description/AlterationType
699,https://w3id.org/arco/ontology/natural-specimen-description/Grains
700,https://w3id.org/arco/ontology/movable-property/Grains
701,https://w3id.org/arco/ontology/movable-property/WeatheringGrade
702,https://w3id.org/arco/ontology/natural-specimen-description/WeatheringGrade
703,https://w3id.org/arco/ontology/context-description/Inventory
704,https://w3id.org/arco/ontology/context-description/AgeType
705,https://w3id.org/arco/ontology/cultural-event/RecurrentTimePeriod
706,https://w3id.org/arco/ontology/movable-property/Meteorite
707,https://w3id.org/arco/ontology/natural-specimen-description/Meteorite
708,https://w3id.org/arco/ontology/denotative-description/Accessory
709,https://w3id.org/arco/ontology/location/Erathem
710,https://w3id.org/arco/ontology/location/Eonothem
711,https://w3id.org/italia/onto/CLV/Person
712,https://w3id.org/italia/onto/CLV/Organization
713,https://w3id.org/arco/ontology/location/CadastreType
714,https://w3id.org/arco/ontology/location/LanduseMap
715,https://w3id.org/arco/ontology/context-description/LegalSituationType
716,https://w3id.org/arco/ontology/context-description/DerivatedWork
717,https://w3id.org/arco/ontology/movable-property/SubstrateType
718,https://w3id.org/arco/ontology/location/SubstrateType
719,https://w3id.org/arco/ontology/movable-property/ContactType
720,https://w3id.org/arco/ontology/natural-specimen-description/ContactType
721,https://w3id.org/arco/ontology/natural-specimen-description/NaturalSpecimen
722,https://w3id.org/arco/ontology/location/Chronozone
723,https://w3id.org/arco/ontology/location/LithostratigraphicStratum
724,https://w3id.org/arco/ontology/movable-property/FluidDynamism
725,https://w3id.org/arco/ontology/location/FluidDynamism
726,https://w3id.org/arco/ontology/movable-property/HostIndividual
727,https://w3id.org/arco/ontology/natural-specimen-description/HostIndividual
728,http://www.w3.org/2008/05/skos#Concept
729,https://w3id.org/arco/ontology/denotative-description/InteriorElementType
730,https://w3id.org/arco/ontology/context-description/Sex
731,https://w3id.org/arco/ontology/context-description/License
732,http://www.w3.org/2001/vcard-rdf/3.0#work
733,http://www.w3.org/2001/vcard-rdf/3.0#voice
734,http://www.w3.org/2001/vcard-rdf/3.0#internet
735,http://www.w3.org/ns/sparql-service-description#Dataset
736,http://www.w3.org/2002/07/owl#Restriction
737,http://www.w3.org/2002/07/owl#AllDisjointClasses
738,http://www.w3.org/2006/vcard/ns#Voice
