"p","predicate"
"https://w3id.org/arco/ontology/construction-description/numberOfFloors",15807
"https://w3id.org/arco/ontology/immovable-property/numberOfFloors",15807
"https://w3id.org/arco/ontology/location/hasToponymInTime",15380
"https://w3id.org/arco/ontology/denotative-description/hasFiligree",15379
"https://w3id.org/arco/ontology/immovable-property/refersToFloorOrLevel",15366
"https://w3id.org/arco/ontology/construction-description/refersToFloorOrLevel",15366
"https://w3id.org/arco/ontology/context-description/hasReproduction",15268
"https://w3id.org/arco/ontology/context-description/collectionUnitIdentifier",15265
"https://w3id.org/arco/ontology/natural-specimen-description/hasLabel",14491
"https://w3id.org/italia/onto/RO/forEntity",14425
"https://w3id.org/italia/onto/RO/holdsRoleInTime",14425
"https://w3id.org/arco/ontology/context-description/hasSurveyMethod",14332
"https://w3id.org/arco/ontology/context-description/hasUseFunction",13981
"https://w3id.org/arco/ontology/core/keyword",13974
"https://w3id.org/arco/ontology/natural-specimen-description/hasDirectHigherRank",13916
"https://w3id.org/italia/onto/CLV/hasHigherRank",13627
"https://w3id.org/arco/ontology/arco/RVERidentifier",13491
"https://w3id.org/arco/ontology/natural-specimen-description/bodyTranscript",13435
"https://w3id.org/arco/ontology/context-description/hasReproductionPosition",13093
"https://w3id.org/arco/ontology/construction-description/hasRoofStructure",12854
"https://w3id.org/arco/ontology/immovable-property/hasRoofStructure",12829
"https://w3id.org/arco/ontology/context-description/isResponsibilityFor",12774
"https://w3id.org/arco/ontology/denotative-description/hasLegibility",12761
"https://w3id.org/italia/onto/SM/telephoneNumber",12618
"https://w3id.org/arco/ontology/core/involvesAgent",12156
"https://w3id.org/arco/ontology/context-description/hasUser",12119
"https://w3id.org/arco/ontology/context-description/hasCoinIssuance",12051
"https://w3id.org/arco/ontology/context-description/hasIssuer",11651
"https://w3id.org/italia/onto/SM/url",11311
"https://w3id.org/arco/ontology/context-description/hasSurveyMotivation",11163
"https://w3id.org/arco/ontology/immovable-property/significantIconographicInformation",11078
"https://w3id.org/arco/ontology/construction-description/significantIconographicInformation",11078
"https://w3id.org/arco/ontology/construction-description/mainFacade",11037
"https://w3id.org/arco/ontology/context-description/isMemberOfNumismaticSeriesOf",10990
"https://w3id.org/arco/ontology/context-description/isCoinMemberOf",10990
"https://w3id.org/arco/ontology/immovable-property/numberOfFlights",10962
"https://w3id.org/arco/ontology/construction-description/numberOfFlights",10962
"https://w3id.org/arco/ontology/denotative-description/hasDesignationInTimeType",10847
"https://w3id.org/arco/ontology/location/pointType",10745
"https://w3id.org/arco/ontology/location/hasClericalAdministrativeArea",10632
"https://w3id.org/italia/onto/CLV/streetNumber",10593
"https://w3id.org/italia/onto/CLV/hasNumber",10590
"https://w3id.org/arco/ontology/context-description/framework",10302
"https://w3id.org/arco/ontology/denotative-description/storageConditions",9973
"https://w3id.org/arco/ontology/context-description/hasMint",9846
"https://w3id.org/arco/ontology/context-description/isPrintingPlateMemberOf",9814
"https://w3id.org/arco/ontology/context-description/isMemberOfPrintingPlatesSeriesOf",9814
"https://w3id.org/arco/ontology/catalogue/hasDigitalTranscriptionResponsibleAgent",9719
"https://w3id.org/arco/ontology/construction-description/isFoundationOf",9302
"https://w3id.org/arco/ontology/immovable-property/isFoundationOf",9245
"https://w3id.org/arco/ontology/context-description/pageOrTableNumber",9129
"https://w3id.org/arco/ontology/location/hasFindingStratum",8395
"https://w3id.org/arco/ontology/location/hasGeologicalContex",8395
"https://w3id.org/arco/ontology/location/hasStratum",8394
"https://w3id.org/arco/ontology/context-description/hasProfession",8034
"http://www.geonames.org/ontology#parentCountry",8031
"http://www.geonames.org/ontology#parentADM1",8011
"http://www.geonames.org/ontology#parentADM2",7904
"https://w3id.org/arco/ontology/context-description/hasDepiction",7898
"https://w3id.org/arco/ontology/context-description/registrationDateOrGU",7698
"https://w3id.org/arco/ontology/context-description/caption",7419
"https://w3id.org/arco/ontology/context-description/alternativeName",7370
"https://w3id.org/arco/ontology/denotative-description/hasFileFormat",7187
"https://w3id.org/arco/ontology/denotative-description/hasStorageMethodOrColourDepth",7185
"https://w3id.org/arco/ontology/cataloguing-campaign/isCataloguingActivityOf",7104
"https://w3id.org/arco/ontology/movable-property/hasDirectHigherRank",7001
"https://w3id.org/arco/ontology/arco/hasMainDiscipline",6887
"https://w3id.org/arco/ontology/context-description/hasUserSocialCategory",6854
"https://w3id.org/arco/ontology/denotative-description/hasPixelDimension",6649
"https://w3id.org/arco/ontology/arco/hasAlternativeDiscipline",6632
"https://w3id.org/arco/ontology/denotative-description/hasSupport",6598
"https://w3id.org/arco/ontology/natural-specimen-description/headingTranscript",6486
"https://w3id.org/arco/ontology/context-description/hasIssuingState",6463
"https://w3id.org/arco/ontology/construction-description/spatialLocation",6365
"https://w3id.org/arco/ontology/immovable-property/spatialLocation",6365
"https://w3id.org/arco/ontology/movable-property/hasHarvestingOperator",6200
"https://w3id.org/arco/ontology/natural-specimen-description/hasHarvestingOperator",6200
"https://w3id.org/arco/ontology/context-description/signature",6186
"https://w3id.org/arco/ontology/cataloguing-campaign/lastNumberAssigned",6056
"https://w3id.org/arco/ontology/cataloguing-campaign/firstNumberAssigned",6053
"http://www.w3.org/2003/01/geo/wgs84_pos#lat",6052
"http://www.w3.org/2003/01/geo/wgs84_pos#long",6052
"https://w3id.org/arco/ontology/location/locationDetails",5993
"https://w3id.org/arco/ontology/cataloguing-campaign/totalOfAssignedNumber",5895
"http://dati.beniculturali.it/cis/isPartOf",5767
"https://w3id.org/arco/ontology/catalogue/describes",5748
"https://w3id.org/arco/ontology/catalogue/isDescribedBy",5748
"http://dati.beniculturali.it/cis/hasDiscipline",5743
"https://w3id.org/arco/ontology/arco/hasNumismaticPropertyCategory",5712
"https://w3id.org/arco/ontology/context-description/hasCulturalPropertyRecordResponsibleAgent",5685
"https://w3id.org/arco/ontology/construction-description/laysOnSoil",5614
"https://w3id.org/arco/ontology/arco/numberOfElements",5603
"https://w3id.org/arco/ontology/catalogue/culturalPropertyRecordIdentifier",5497
"https://w3id.org/arco/ontology/arco/hasArchaeologicalMaterialCategory",5216
"https://w3id.org/arco/ontology/arco/numberOfArchaeologicalMaterials",5216
"https://w3id.org/arco/ontology/immovable-property/hasFlooringLayout",5211
"https://w3id.org/arco/ontology/construction-description/hasFlooringLayout",5211
"https://w3id.org/arco/ontology/denotative-description/proposedIntervention",5024
"https://w3id.org/arco/ontology/cataloguing-campaign/isActivityOf",4935
"http://dati.beniculturali.it/cis/altCISName",4920
"https://w3id.org/arco/ontology/movable-property/currentClassification",4769
"https://w3id.org/arco/ontology/natural-specimen-description/currentIdentification",4769
"https://w3id.org/arco/ontology/context-description/numberInCirculation",4663
"https://w3id.org/arco/ontology/context-description/hasTomb",4643
"https://w3id.org/arco/ontology/context-description/pseudonym",4627
"https://w3id.org/arco/ontology/context-description/hasFindingContext",4620
"https://w3id.org/arco/ontology/movable-property/newDanaCode",4602
"https://w3id.org/arco/ontology/natural-specimen-description/newDanaCode",4602
"https://w3id.org/arco/ontology/context-description/parallelTitle",4518
"https://w3id.org/arco/ontology/context-description/expiryDate",4510
"https://w3id.org/arco/ontology/cataloguing-campaign/hasAgencyProtocol",4464
"https://w3id.org/arco/ontology/context-description/rights",4418
"https://w3id.org/arco/ontology/denotative-description/hasOrnamentalMotif",4233
"https://w3id.org/arco/ontology/context-description/hasResearchScientificDirector",4191
"https://w3id.org/arco/ontology/movable-property/hasLabel",4126
"https://w3id.org/arco/ontology/context-description/isRelatedToResearch",4011
"https://w3id.org/arco/ontology/context-description/hasLaboratoryTest",3943
"https://w3id.org/arco/ontology/context-description/archeologicalExcavationLocalIdentifier",3914
"https://w3id.org/arco/ontology/movable-property/bodyTranscript",3875
"https://w3id.org/arco/ontology/natural-specimen-description/hasHostRock",3849
"https://w3id.org/arco/ontology/natural-specimen-description/originalMaterial",3829
"https://w3id.org/arco/ontology/context-description/hasStratigraphicUnit",3778
"https://w3id.org/arco/ontology/context-description/relatedWorkRecordIdentifier",3633
"https://w3id.org/arco/ontology/movable-property/strunzCode",3603
"https://w3id.org/arco/ontology/natural-specimen-description/strunzCode",3603
"https://w3id.org/arco/ontology/context-description/sex",3515
"https://w3id.org/arco/ontology/context-description/explanationNote",3382
"http://www.w3.org/2004/02/skos/core#member",3235
"https://w3id.org/arco/ontology/location/hasNaturalEnvironment",3225
"https://w3id.org/arco/ontology/cataloguing-campaign/hasCatalogueNumberAssignment",3179
"https://w3id.org/arco/ontology/denotative-description/hasRelatedWorkSituation",3063
"https://w3id.org/arco/ontology/immovable-property/laysOnSoil",2964
"http://schema.org/dateCreated",2864
"http://xmlns.com/foaf/0.1/maker",2862
"http://www.w3.org/2004/02/skos/core#related",2861
"https://w3id.org/arco/ontology/context-description/hasSexInterpretation",2838
"https://w3id.org/arco/ontology/core/hasConsequence",2576
"https://w3id.org/arco/ontology/movable-property/headingTranscript",2535
"http://purl.org/dc/terms/title",2514
"http://www.w3.org/2004/02/skos/core#topConceptOf",2442
"http://www.w3.org/2004/02/skos/core#hasTopConcept",2442
"https://w3id.org/arco/ontology/context-description/hasDevelopmentStage",2414
"https://w3id.org/arco/ontology/cataloguing-campaign/isCatalogueNumberAssignmentOf",2403
"https://w3id.org/arco/ontology/cataloguing-campaign/applicationDate",2403
"https://w3id.org/arco/ontology/cataloguing-campaign/hasApplicantAgency",2403
"https://w3id.org/arco/ontology/cataloguing-campaign/approvalDate",2403
"https://w3id.org/arco/ontology/cataloguing-campaign/hasApplication",2403
"https://w3id.org/arco/ontology/cataloguing-campaign/hasIccdProtocol",2372
"http://purl.org/dc/terms/description",2309
"https://w3id.org/arco/ontology/movable-property/hasLowerRank",2294
"https://w3id.org/arco/ontology/natural-specimen-description/hasLowerRank",2294
"http://www.w3.org/2000/01/rdf-schema#isDefinedBy",2277
"https://w3id.org/arco/ontology/natural-specimen-description/numberOfLabels",2178
"https://w3id.org/arco/ontology/movable-property/numberOfLabels",2178
"https://w3id.org/italia/onto/RO/hasRiT",2157
"https://w3id.org/arco/ontology/location/hasSiteDefinition",2140
"https://w3id.org/arco/ontology/context-description/authorICCDIdentifier",2128
"http://purl.org/dc/terms/license",2102
"http://www.w3.org/ns/dcat#accessURL",2075
"http://purl.org/dc/terms/format",2075
"http://www.w3.org/ns/dcat#distribution",2072
"https://w3id.org/arco/ontology/cataloguing-campaign/hasICCDProtocol",2061
"https://w3id.org/arco/ontology/cataloguing-campaign/isApplicationOf",2061
"http://www.w3.org/2000/01/rdf-schema#subClassOf",2052
"https://w3id.org/arco/ontology/context-description/thesaurus",2035
"http://www.w3.org/ns/dcat#downloadURL",2012
"https://w3id.org/arco/ontology/denotative-description/hasDedicatee",1931
"http://www.w3.org/2000/01/rdf-schema#domain",1911
"https://w3id.org/arco/ontology/context-description/hasFindingLocation",1901
"https://w3id.org/arco/ontology/location/administrativeOrderNumber",1871
"https://w3id.org/arco/ontology/natural-specimen-description/isContainedIn",1867
"https://w3id.org/arco/ontology/denotative-description/anthropologicalMaterialMorphology",1825
"https://w3id.org/arco/ontology/movable-property/genusNumber",1810
"https://w3id.org/arco/ontology/natural-specimen-description/genusNumber",1810
"http://www.w3.org/2000/01/rdf-schema#range",1798
"https://w3id.org/arco/ontology/context-description/bibliographyICCDIdentifier",1786
"http://www.w3.org/2004/02/skos/core#altLabel",1683
"https://w3id.org/arco/ontology/location/hasOldTownAdministrativeType",1669
"https://w3id.org/arco/ontology/natural-specimen-description/hasDiaphaneity",1663
"https://w3id.org/arco/ontology/movable-property/hasDiaphaneity",1663
"https://w3id.org/arco/ontology/location/hasCadastreType",1541
"https://w3id.org/arco/ontology/natural-specimen-description/hasCrystalHabit",1535
"https://w3id.org/arco/ontology/movable-property/hasCrystalHabit",1535
"https://w3id.org/arco/ontology/denotative-description/hasProtectiveMeasure",1506
"https://w3id.org/arco/ontology/natural-specimen-description/hasLustre",1502
"https://w3id.org/arco/ontology/movable-property/hasLustre",1502
"https://w3id.org/arco/ontology/context-description/hasEstimate",1493
"http://www.w3.org/2000/01/rdf-schema#subPropertyOf",1486
"https://w3id.org/arco/ontology/movable-property/numberOfEnvelopes",1458
"https://w3id.org/arco/ontology/natural-specimen-description/numberOfEnvelopes",1458
"https://w3id.org/arco/ontology/context-description/involvesMainAgent",1433
"https://w3id.org/arco/ontology/location/cadastreName",1410
"https://w3id.org/arco/ontology/context-description/estimatedValue",1389
"http://www.w3.org/2004/02/skos/core#editorialNote",1377
"https://w3id.org/arco/ontology/location/hasSiteSpecification",1374
"https://w3id.org/arco/ontology/catalogue/iccdNormTag",1365
"https://w3id.org/arco/ontology/movable-property/hasAccession",1349
"https://w3id.org/arco/ontology/natural-specimen-description/hasAccession",1349
"http://lod.xdams.org/reload/oad/has_entity",1348
"https://w3id.org/arco/ontology/context-description/isMemberOfPhotographicSeriesIn",1318
"https://w3id.org/arco/ontology/context-description/isPhotoMemberOf",1317
"https://w3id.org/arco/ontology/context-description/relatedWorkPreviousLocation",1308
"https://w3id.org/arco/ontology/natural-specimen-description/hasTypeSpecimenIdentification",1296
"https://w3id.org/arco/ontology/movable-property/originalClassification",1292
"https://w3id.org/arco/ontology/natural-specimen-description/originalIdentification",1292
"https://w3id.org/arco/ontology/natural-specimen-description/hasTypeOfTypeSpecimen",1290
"https://w3id.org/arco/ontology/arco/hasReferenceCoinLegend",1258
"https://w3id.org/arco/ontology/arco/classifiedSubject",1226
"https://w3id.org/arco/ontology/arco/hasPhotographicHeritageClassification",1226
"https://w3id.org/arco/ontology/arco/hasPhotographicHeritageClassificationType",1224
"https://w3id.org/arco/ontology/arco/definitionAndPositionOfComponents",1206
"http://www.w3.org/2004/02/skos/core#definition",1189
"https://w3id.org/arco/ontology/context-description/photographicSeriesItemNumber",1181
"http://www.openlinksw.com/schemas/DAV#ownerUser",1175
"https://w3id.org/arco/ontology/natural-specimen-description/producesTaxon",1167
"https://w3id.org/arco/ontology/context-description/openingNoticeDate",1167
"http://purl.org/dc/terms/extent",1145
"http://www.w3.org/2002/07/owl#onProperty",1117
"https://w3id.org/arco/ontology/movable-property/isClassifiedByOriginalTaxon",1065
"https://w3id.org/arco/ontology/natural-specimen-description/isIdentifiedByOriginalTaxon",1065
"https://w3id.org/arco/ontology/context-description/environmentalState",1058
"https://w3id.org/arco/ontology/context-description/isInvolvedIn",1012
"https://w3id.org/arco/ontology/context-description/hasMinter",973
"https://w3id.org/arco/ontology/arco/internationalIdentifier",945
"https://w3id.org/arco/ontology/context-description/authorIntervention",936
"https://w3id.org/arco/ontology/location/hasOutcrop",931
"https://w3id.org/arco/ontology/construction-description/hasPreviousStructureOrElements",929
"https://w3id.org/arco/ontology/location/geographicalDescription",909
"https://w3id.org/arco/ontology/context-description/hasUrbanPlanningEnvironmentalRelationWith",906
"https://w3id.org/arco/ontology/context-description/hasReferenceCatalogue",890
"https://w3id.org/arco/ontology/core/hasComponent",887
"https://w3id.org/arco/ontology/movable-property/hasTypeSpecimenIdentification",880
"https://w3id.org/arco/ontology/movable-property/hasTypeOfTypeSpecimen",880
"https://w3id.org/arco/ontology/context-description/hasLaboratoryTestType",875
"https://w3id.org/arco/ontology/location/culturalInstituteOrSiteIdentifier",863
"https://w3id.org/arco/ontology/natural-specimen-description/imaCode",844
"https://w3id.org/arco/ontology/movable-property/imaCode",844
"https://w3id.org/arco/ontology/context-description/methodOfManufacturing",842
"https://w3id.org/arco/ontology/context-description/hasPreviousLocation",829
"https://w3id.org/arco/ontology/context-description/collectionLeavingReason",802
"http://www.w3.org/2002/07/owl#allValuesFrom",796
"https://w3id.org/italia/onto/COV/hasSpatialCoverage",789
"https://w3id.org/arco/ontology/location/hasCulturalInstituteOrSiteType",788
"https://w3id.org/arco/ontology/movable-property/producesTaxon",758
"https://w3id.org/arco/ontology/catalogue/referenceProject",753
"https://w3id.org/arco/ontology/clothing-description/hasClothingElement",752
"https://w3id.org/arco/ontology/natural-specimen-description/fallDate",739
"https://w3id.org/arco/ontology/movable-property/fallDate",739
"http://purl.org/goodrelations/v1#eligibleRegions",738
"https://w3id.org/arco/ontology/location/hasHarvestingMethod",726
"https://w3id.org/arco/ontology/location/hasMineralDeposit",705
"https://w3id.org/arco/ontology/context-description/informationGatheredOnSite",700
"https://w3id.org/arco/ontology/location/hasHarvestingMotivation",671
"http://www.w3.org/2002/07/owl#inverseOf",657
"https://w3id.org/arco/ontology/denotative-description/hasPhotoProgram",626
"https://w3id.org/arco/ontology/clothing-description/intendedUser",620
"https://w3id.org/arco/ontology/core/specification",610
"http://www.w3.org/1999/02/22-rdf-syntax-ns#first",609
"http://www.w3.org/1999/02/22-rdf-syntax-ns#rest",609
"https://w3id.org/arco/ontology/context-description/hasRecording",606
"https://w3id.org/arco/ontology/context-description/primaryDocument",606
"https://w3id.org/arco/ontology/denotative-description/hasGarmentColour",589
"http://dati.beniculturali.it/iccd/fotografico/haLivello",573
"http://www.cidoc-crm.org/cidoc-crm/P106i_forms_part_of",565
"http://dati.beniculturali.it/iccd/fotografico/parteDiFondo",565
"http://dati.beniculturali.it/iccd/fotografico/parteDi",565
"http://dati.san.beniculturali.it/SAN/has_livelloSuperiore",565
"http://dati.san.beniculturali.it/SAN/has_conservatore",562
"http://www.cidoc-crm.org/cidoc-crm/P50_has_current_keeper",562
"http://dati.beniculturali.it/iccd/fotografico/haConservatore",562
"http://dati.beniculturali.it/iccd/fotografico/soggetto",554
"http://dati.beniculturali.it/iccd/fotografico/indicazioneColore",554
"http://dati.beniculturali.it/iccd/fotografico/nrInventario",554
"http://dati.beniculturali.it/iccd/fotografico/haDefinizioneOggetto",554
"http://dati.beniculturali.it/iccd/fotografico/haLuogoRipresa",554
"http://purl.org/dc/elements/1.1/isReferencedBy",544
"https://w3id.org/arco/ontology/natural-specimen-description/hasAlterationGrade",527
"https://w3id.org/arco/ontology/movable-property/hasAlterationGrade",527
"https://w3id.org/arco/ontology/context-description/hasInventory",525
"https://w3id.org/arco/ontology/context-description/hasStorageMedium",488
"https://w3id.org/arco/ontology/context-description/originalStorageMedium",488
"https://w3id.org/arco/ontology/movable-property/refersToClassificationSystem",488
"https://w3id.org/arco/ontology/context-description/historicalBiographicalInformation",488
"https://w3id.org/arco/ontology/natural-specimen-description/refersToClassificationSystem",488
"https://w3id.org/arco/ontology/movable-property/hasHarvestingResponsible",486
"https://w3id.org/arco/ontology/natural-specimen-description/hasHarvestingResponsible",486
"https://w3id.org/arco/ontology/denotative-description/hasCommunicationMedium",485
"https://w3id.org/arco/ontology/context-description/hasRelatedAgent",474
"http://rdfs.org/ns/void#class",469
"http://rdfs.org/ns/void#classPartition",469
"https://w3id.org/arco/ontology/construction-description/hasVerticalElement",467
"http://dati.beniculturali.it/iccd/fotografico/misureFormato",450
"https://w3id.org/arco/ontology/denotative-description/involvesElement",437
"https://w3id.org/arco/ontology/core/hasConstituent",423
"https://w3id.org/arco/ontology/movable-property/hasTaxonSpecification",419
"https://w3id.org/arco/ontology/context-description/archeologicalFielSurveyLocalIdentifier",418
"https://w3id.org/arco/ontology/location/hasHistoricalArea",416
"https://w3id.org/arco/ontology/context-description/hasAgeInterpretation",414
"https://w3id.org/arco/ontology/movable-property/hasMineralPresence",389
"https://w3id.org/arco/ontology/movable-property/involvesMineral",389
"https://w3id.org/arco/ontology/natural-specimen-description/involvesMineral",389
"https://w3id.org/arco/ontology/natural-specimen-description/hasMineralPresence",389
"http://www.w3.org/ns/dcat#keyword",388
"https://w3id.org/arco/ontology/movable-property/hasHostRock",386
"https://w3id.org/arco/ontology/movable-property/graphicSymbols",386
"https://w3id.org/arco/ontology/natural-specimen-description/graphicSymbols",386
"https://w3id.org/arco/ontology/context-description/age",379
"https://w3id.org/arco/ontology/denotative-description/numberOfMaleParticipants",377
"https://w3id.org/arco/ontology/context-description/synonym",377
"http://rdfs.org/ns/void#target",375
"https://w3id.org/arco/ontology/cultural-event/eventTimeLocation",371
"https://w3id.org/arco/ontology/denotative-description/hasEnvironment",363
"https://w3id.org/arco/ontology/context-description/recordingEquipment",362
"https://w3id.org/arco/ontology/core/abstract",361
"https://w3id.org/arco/ontology/context-description/hasLicense",359
"https://w3id.org/arco/ontology/denotative-description/hasGarmentAnalysis",354
"https://w3id.org/arco/ontology/context-description/archeologicalExcavationICCDIdentifier",352
"https://w3id.org/arco/ontology/denotative-description/involvesAgeRange",342
"https://w3id.org/arco/ontology/denotative-description/hasColour",342
"https://w3id.org/arco/ontology/context-description/hasAgeType",339
"https://w3id.org/arco/ontology/movable-property/hasDirectLowerRank",320
"https://w3id.org/arco/ontology/natural-specimen-description/hasDirectLowerRank",320
"https://w3id.org/arco/ontology/movable-property/hasHarvestingSponsor",311
"https://w3id.org/arco/ontology/natural-specimen-description/hasHarvestingSponsor",311
"https://w3id.org/arco/ontology/natural-specimen-description/hasCrystalTwinning",309
"https://w3id.org/arco/ontology/movable-property/hasCrystalTwinning",309
"http://dati.beniculturali.it/iccd/fotografico/categoria",305
"https://w3id.org/arco/ontology/location/minAlt",303
"http://www.w3.org/2002/07/owl#someValuesFrom",303
"https://w3id.org/arco/ontology/location/maxAlt",302
"https://w3id.org/arco/ontology/denotative-description/digitalPhotographNote",295
"https://w3id.org/arco/ontology/cataloguing-campaign/acronym",291
"https://w3id.org/arco/ontology/location/geologicalDescription",290
"https://schema.org/nationality",290
"https://w3id.org/arco/ontology/location/geomorphologicalDescription",288
"https://w3id.org/italia/onto/CPV/alternativeName",288
"https://w3id.org/arco/ontology/location/hasGovernamentalAdministrativeArea",280
"https://w3id.org/arco/ontology/location/hasMap",278
"https://w3id.org/arco/ontology/natural-specimen-description/hasTaxonSpecification",274
"https://w3id.org/arco/ontology/immovable-property/hasMeasurementCollection",271
"https://w3id.org/arco/ontology/construction-description/hasMeasurementCollection",271
"https://w3id.org/arco/ontology/arco-lite/hasScientificDirector",269
"http://dati.beniculturali.it/iccd/fotografico/autoreFotografia",266
"https://w3id.org/arco/ontology/denotative-description/explanationNote",263
"https://w3id.org/arco/ontology/movable-property/mainMineral",263
"https://w3id.org/arco/ontology/natural-specimen-description/mainMineral",263
"http://dati.beniculturali.it/iccd/fotografico/materiaTecnicaOggetto",262
"http://www.w3.org/ns/sparql-service-description#name",247
"http://www.w3.org/ns/sparql-service-description#namedGraph",247
"http://www.w3.org/ns/sparql-service-description#graph",247
"https://w3id.org/arco/ontology/cultural-event/hasEventOrganiser",241
"https://w3id.org/arco/ontology/movable-property/hasTexture",232
"https://w3id.org/arco/ontology/natural-specimen-description/hasTexture",232
"https://w3id.org/arco/ontology/denotative-description/morphologicalDescription",231
"https://w3id.org/arco/ontology/location/morphologicalDescription",231
"http://purl.org/dc/terms/creator",229
"http://dati.beniculturali.it/iccd/fotografico/cronologiaGenerica",227
"http://purl.org/dc/terms/issued",223
"https://w3id.org/arco/ontology/movable-property/hasPseudomorhosis",221
"https://w3id.org/arco/ontology/movable-property/pseudomorph",221
"https://w3id.org/arco/ontology/natural-specimen-description/hasPseudomorhosis",221
"https://w3id.org/arco/ontology/natural-specimen-description/pseudomorph",221
"http://purl.org/dc/terms/identifier",219
"http://dati.beniculturali.it/iccd/fotografico/cronologiaSpecifica",215
"https://w3id.org/arco/ontology/construction-description/hasHorizontalElement",215
"http://purl.org/dc/terms/publisher",215
"https://w3id.org/arco/ontology/construction-description/hasRoof",214
"https://w3id.org/italia/onto/CLV/hasHistoricalAddress",213
"http://purl.org/dc/terms/language",212
"http://rdfs.org/ns/void#linkPredicate",211
"http://www.w3.org/ns/dcat#dataset",211
"http://www.w3.org/ns/dcat#theme",210
"http://purl.org/dc/terms/rightsHolder",210
"http://www.w3.org/ns/dcat#contactPoint",210
"http://purl.org/dc/terms/accrualPeriodicity",210
"http://www.w3.org/ns/dcat#landingPage",209
"https://w3id.org/arco/ontology/context-description/hasCollector",209
"http://dati.beniculturali.it/iccd/fotografico/cronologiaOpera",202
"https://w3id.org/arco/ontology/context-description/isCollectorOf",201
